Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A2_006_Line_Y_500m,MOD16A2_006_Sample_X_500m,MOD16A2_006_ET_500m,MOD16A2_006_LE_500m,MOD16A2_006_PET_500m,MOD16A2_006_PLE_500m,MOD16A2_006_ET_QC_500m,MOD16A2_006_ET_QC_500m_bitmask,MOD16A2_006_ET_QC_500m_MODLAND,MOD16A2_006_ET_QC_500m_MODLAND_Description,MOD16A2_006_ET_QC_500m_Sensor,MOD16A2_006_ET_QC_500m_Sensor_Description,MOD16A2_006_ET_QC_500m_DeadDetector,MOD16A2_006_ET_QC_500m_DeadDetector_Description,MOD16A2_006_ET_QC_500m_CloudState,MOD16A2_006_ET_QC_500m_CloudState_Description,MOD16A2_006_ET_QC_500m_SCF_QC,MOD16A2_006_ET_QC_500m_SCF_QC_Description
DBF,AU-Lox,-34.4704,140.6551,2011-12-27,h29v12,1072.0,1430.0,17.100000381469727,8360000.0,48.20000076293945,23490000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-01-01,h29v12,1072.0,1430.0,19.100000381469727,5840000.0,69.0999984741211,21030000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-01-09,h29v12,1072.0,1430.0,9.90000057220459,3030000.0,75.70000457763672,23140000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-01-17,h29v12,1072.0,1430.0,29.700000762939453,9010000.0,74.0999984741211,22510000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-01-25,h29v12,1072.0,1430.0,15.5,4720000.0,66.0,20140000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-02-02,h29v12,1072.0,1430.0,19.200000762939453,5870000.0,63.0,19290000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-02-10,h29v12,1072.0,1430.0,24.0,7320000.0,59.400001525878906,18130000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-02-18,h29v12,1072.0,1430.0,21.700000762939453,6590000.0,56.79999923706055,17250000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-02-26,h29v12,1072.0,1430.0,12.800000190734863,3920000.0,41.5,12690000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-03-05,h29v12,1072.0,1430.0,20.30000114440918,6210000.0,54.5,16690000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-03-13,h29v12,1072.0,1430.0,18.100000381469727,5540000.0,48.10000228881836,14710000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-03-21,h29v12,1072.0,1430.0,12.800000190734863,3930000.0,42.79999923706055,13120000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-03-29,h29v12,1072.0,1430.0,13.100000381469727,4010000.0,44.70000076293945,13670000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-04-06,h29v12,1072.0,1430.0,7.700000286102295,2380000.0,34.400001525878906,10590000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-04-14,h29v12,1072.0,1430.0,5.900000095367432,1800000.0,39.400001525878906,12040000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-04-22,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-04-30,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-05-08,h29v12,1072.0,1430.0,5.700000286102295,1740000.0,22.100000381469727,6800000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-05-16,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-05-24,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-06-01,h29v12,1072.0,1430.0,5.200000286102295,1620000.0,17.30000114440918,5350000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-06-09,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-06-17,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-06-25,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-07-03,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-07-11,h29v12,1072.0,1430.0,6.200000286102295,1910000.0,16.600000381469727,5130000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-07-19,h29v12,1072.0,1430.0,7.099999904632568,2180000.0,20.100000381469727,6210000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-07-27,h29v12,1072.0,1430.0,6.800000190734863,2120000.0,20.30000114440918,6280000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-08-04,h29v12,1072.0,1430.0,4.700000286102295,1460000.0,24.399999618530273,7530000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-08-12,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-08-20,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-08-28,h29v12,1072.0,1430.0,7.300000190734863,2260000.0,33.79999923706055,10400000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-09-05,h29v12,1072.0,1430.0,11.40000057220459,3500000.0,36.20000076293945,11130000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-09-13,h29v12,1072.0,1430.0,14.0,4310000.0,35.10000228881836,10800000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-09-21,h29v12,1072.0,1430.0,18.899999618530273,5800000.0,42.29999923706055,12990000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-09-29,h29v12,1072.0,1430.0,20.5,6290000.0,45.10000228881836,13860000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-10-07,h29v12,1072.0,1430.0,16.5,5080000.0,44.5,13690000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-10-15,h29v12,1072.0,1430.0,23.80000114440918,7290000.0,47.79999923706055,14650000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-10-23,h29v12,1072.0,1430.0,24.899999618530273,7640000.0,55.5,16990000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-10-31,h29v12,1072.0,1430.0,4.5,1380000.0,58.400001525878906,17860000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-11-08,h29v12,1072.0,1430.0,21.600000381469727,6630000.0,58.60000228881836,17950000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-11-16,h29v12,1072.0,1430.0,18.200000762939453,5560000.0,67.20000457763672,20580000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-11-24,h29v12,1072.0,1430.0,19.100000381469727,5800000.0,62.79999923706055,19090000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-12-02,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-12-10,h29v12,1072.0,1430.0,16.30000114440918,4980000.0,66.5,20260000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-12-18,h29v12,1072.0,1430.0,22.80000114440918,6950000.0,73.80000305175781,22500000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2012-12-26,h29v12,1072.0,1430.0,22.200000762939453,9020000.0,56.0,22800000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-01-01,h29v12,1072.0,1430.0,13.40000057220459,4080000.0,78.0999984741211,23720000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-01-09,h29v12,1072.0,1430.0,19.200000762939453,5850000.0,65.5999984741211,19970000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-01-17,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-01-25,h29v12,1072.0,1430.0,15.40000057220459,4730000.0,65.70000457763672,20130000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-02-02,h29v12,1072.0,1430.0,17.399999618530273,5320000.0,64.30000305175781,19610000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-02-10,h29v12,1072.0,1430.0,11.5,3490000.0,67.5,20530000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-02-18,h29v12,1072.0,1430.0,14.300000190734863,4340000.0,57.70000076293945,17550000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-02-26,h29v12,1072.0,1430.0,16.600000381469727,5070000.0,57.400001525878906,17520000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-03-06,h29v12,1072.0,1430.0,13.199999809265137,4020000.0,59.20000076293945,17990000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-03-14,h29v12,1072.0,1430.0,14.699999809265137,4490000.0,48.0,14700000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-03-22,h29v12,1072.0,1430.0,10.199999809265137,3120000.0,41.10000228881836,12590000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-03-30,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-04-07,h29v12,1072.0,1430.0,9.300000190734863,2850000.0,40.0,12230000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-04-15,h29v12,1072.0,1430.0,7.599999904632568,2350000.0,30.600000381469727,9410000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-04-23,h29v12,1072.0,1430.0,6.800000190734863,2090000.0,26.80000114440918,8230000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-05-01,h29v12,1072.0,1430.0,7.200000286102295,2200000.0,28.200000762939453,8680000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-05-09,h29v12,1072.0,1430.0,6.900000095367432,2130000.0,20.0,6150000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-05-17,h29v12,1072.0,1430.0,6.599999904632568,2030000.0,18.80000114440918,5800000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-05-25,h29v12,1072.0,1430.0,6.200000286102295,1900000.0,14.300000190734863,4390000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-06-02,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-06-10,h29v12,1072.0,1430.0,6.5,2010000.0,12.90000057220459,3990000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-06-18,h29v12,1072.0,1430.0,6.200000286102295,1930000.0,13.699999809265137,4240000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-06-26,h29v12,1072.0,1430.0,5.5,1700000.0,16.600000381469727,5130000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-07-04,h29v12,1072.0,1430.0,5.900000095367432,1840000.0,15.600000381469727,4830000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-07-12,h29v12,1072.0,1430.0,8.40000057220459,2590000.0,16.30000114440918,5030000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-07-20,h29v12,1072.0,1430.0,6.700000286102295,2080000.0,15.40000057220459,4750000.0,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-07-28,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
DBF,AU-Lox,-34.4704,140.6551,2013-08-05,h29v12,1072.0,1430.0,32765.0,32765.0,32765.0,32765.0,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
