"time","cumNEE"
0,0.564919
0.00273972602735739,1.192736
0.00547945205471478,1.815888
0.00821917808229955,2.380807
0.0109589041096569,3.008624
0.0136986301370143,3.631776
0.0164383561643717,4.196695
0.0191780821917291,4.824512
0.0219178082190865,5.447664
0.0246575342466713,6.012583
0.0273972602740287,6.6404
0.0301369863013861,7.263552
0.0328767123287435,7.828471
0.0356164383561008,8.456288
0.0383561643834582,9.07944
0.041095890411043,9.644359
0.0438356164384004,10.272176
0.0465753424657578,10.895328
0.0493150684931152,11.460247
0.0520547945204726,12.088064
0.0547945205480573,12.711216
0.0575342465754147,13.276135
0.0602739726027721,13.903952
0.0630136986301295,14.527104
0.0657534246574869,15.092023
0.0684931506848443,15.71984
0.0712328767124291,16.342992
0.0739726027397865,16.907911
0.0767123287671438,17.535728
0.0794520547945012,18.15888
0.0821917808218586,18.723799
0.084931506849216,19.351616
0.0876712328768008,19.974768
0.0904109589041582,20.539687
0.0931506849315156,21.167504
0.095890410958873,21.790656
0.0986301369862304,22.355575
0.101369863013588,22.983392
0.104109589041173,23.606544
0.10684931506853,24.171463
0.109589041095887,24.79928
0.112328767123245,25.422432
0.115068493150602,25.987351
0.117808219178187,26.615168
0.120547945205544,27.23832
0.123287671232902,27.953629
0.126027397260259,28.798074
0.128767123287616,29.534096
0.131506849314974,30.288514
0.134246575342559,30.874316
0.136986301369916,31.311892
0.139726027397273,31.886934
0.142465753424631,32.500566
0.145205479451988,33.051964
0.147945205479346,33.874087
0.15068493150693,34.535169
0.153424657534288,35.32424
0.156164383561645,36.001114
0.158904109589002,36.55843
0.16164383561636,36.406942
0.164383561643945,37.03917
0.167123287671302,37.410161
0.169863013698659,38.506271
0.172602739726017,39.107084
0.175342465753374,39.750568
0.178082191780732,38.976826
0.180821917808316,39.66817
0.183561643835674,40.160757
0.186301369863031,40.782358
0.189041095890389,41.506114
0.191780821917746,42.082161
0.194520547945103,42.596042
0.197260273972688,41.391952
0.200000000000045,41.236453
0.202739726027403,40.48562
0.20547945205476,41.083948
0.208219178082118,41.624639
0.210958904109702,41.318556
0.21369863013706,40.565974
0.216438356164417,39.709675
0.219178082191775,40.373682
0.221917808219132,40.147716
0.224657534246489,40.418293
0.227397260274074,40.111716
0.230136986301432,39.785587
0.232876712328789,40.160362
0.235616438356146,40.641503
0.238356164383504,40.013049
0.241095890410861,39.434177
0.243835616438446,38.826067
0.246575342465803,39.861997
0.249315068493161,40.52625
0.252054794520518,41.06993
0.254794520547875,41.753394
0.257534246575233,42.39634
0.260273972602818,41.677784
0.263013698630175,41.247765
0.265753424657532,41.869494
0.26849315068489,42.317498
0.271232876712247,42.944151
0.273972602739832,43.391583
0.276712328767189,42.843755
0.279452054794547,42.577403
0.282191780821904,43.541841
0.284931506849261,44.219921
0.287671232876619,44.812791
0.290410958904204,45.248463
0.293150684931561,45.2045827
0.295890410958918,44.7959457
0.298630136986276,44.1997697
0.301369863013633,44.6157327
0.304109589040991,45.5827207
0.306849315068575,46.2975947
0.309589041095933,46.1482357
0.31232876712329,46.9508747
0.315068493150648,47.4047927
0.317808219178005,47.2513747
0.32054794520559,47.5114187
0.323287671232947,48.4132787
0.326027397260304,49.0115087
0.328767123287662,49.4782727
0.331506849315019,49.3712777
0.334246575342377,49.0242117
0.336986301369961,49.6045977
0.339726027397319,50.3085757
0.342465753424676,50.9261927
0.345205479452034,51.1994917
0.347945205479391,50.7394837
0.350684931506748,50.3797777
0.353424657534333,51.1139907
0.356164383561691,51.7477507
0.358904109589048,51.5290447
0.361643835616405,51.1632437
0.364383561643763,50.1276237
0.36712328767112,49.0754837
0.369863013698705,48.7759747
0.372602739726062,48.0515417
0.37534246575342,46.5650217
0.378082191780777,45.0778617
0.380821917808134,43.7175517
0.383561643835719,40.8370617
0.386301369863077,38.3875117
0.389041095890434,35.3670917
0.391780821917791,33.3279817
0.394520547945149,32.2254817
0.397260273972506,28.8118817
0.400000000000091,27.0137817
0.402739726027448,22.9420517
0.405479452054806,19.6892117
0.408219178082163,16.3186417
0.410958904109521,12.6361117
0.413698630136878,8.2026117
0.416438356164463,5.0150217
0.41917808219182,1.2078217
0.421917808219177,-1.6899183
0.424657534246535,-4.3046883
0.427397260273892,-8.0052283
0.430136986301477,-10.7802483
0.432876712328834,-13.4327383
0.435616438356192,-16.6366483
0.438356164383549,-18.3644383
0.441095890410907,-21.9501783
0.443835616438264,-24.7295383
0.446575342465849,-27.7784683
0.449315068493206,-31.0355283
0.452054794520564,-32.0536983
0.454794520547921,-33.7676683
0.457534246575278,-37.4489983
0.460273972602636,-40.8236783
0.46301369863022,-43.5673383
0.465753424657578,-45.4673183
0.468493150684935,-47.8162483
0.471232876712293,-50.2481383
0.47397260273965,-52.3939783
0.476712328767235,-53.5244583
0.479452054794592,-53.8487323
0.48219178082195,-55.3393623
0.484931506849307,-56.2237843
0.487671232876664,-58.2679843
0.490410958904022,-59.8677543
0.493150684931607,-61.7869343
0.495890410958964,-62.6020533
0.498630136986321,-62.9170133
0.501369863013679,-63.5237543
0.504109589041036,-64.8359343
0.506849315068393,-66.6535643
0.509589041095978,-69.3492343
0.512328767123336,-69.6151793
0.515068493150693,-72.9912293
0.51780821917805,-75.4255793
0.520547945205408,-78.6922593
0.523287671232765,-81.9996093
0.52602739726035,-85.3608693
0.528767123287707,-86.5780793
0.531506849315065,-88.5792393
0.534246575342422,-92.5577493
0.53698630136978,-93.0617373
0.539726027397364,-95.9245573
0.542465753424722,-97.0470173
0.545205479452079,-99.5005973
0.547945205479436,-103.1750173
0.550684931506794,-105.5287173
